smiles,isotropic_polarizability
Cc1c(cco1)N,60.29
Cc1c(nco1)N,56.25
Cc1cc[nH]c1N,63.33
Cc1ccoc1N,60.16
Cc1c(ocn1)N,55.55
Cc1c(cc[nH]1)O,60.22
Cc1c(cco1)O,56.4
Cc1c(nc[nH]1)O,56.22
Cc1c(nco1)O,52.43
Cc1cc[nH]c1O,59.47
Cc1c([nH]cn1)O,55.6
c1coc(c1N)N,56.37
c1nc(c(o1)N)N,52.49
c1c[nH]c(c1O)N,55.7
c1coc(c1O)N,52.74
c1[nH]c(c(n1)O)N,51.68
c1nc(c(o1)N)O,48.31
c1c[nH]c(c1N)O,55.52
c1[nH]c(c(n1)N)O,51.67
c1coc(c1N)O,52.28
c1c[nH]c(c1O)O,51.73
c1[nH]c(c(n1)O)O,48.07
Cc1c[nH]cc1C,67.02
Cc1c[nH]cc1N,63.55
Cc1c[nH]cc1O,59.45
Cc1cocc1C,62.57
Cc1cocc1N,59.23
c1c(c(c[nH]1)N)N,59.91
c1c(c(c[nH]1)O)N,55.54
c1c(c(co1)N)N,55.75
c1c(c(c[nH]1)O)O,51.69
Cc1cccn1C,67.42
Cn1cccc1N,63.78
Cn1cccc1O,59.45
Cc1nccn1C,62.88
Cn1ccnc1O,55.05
Cc1cncn1C,62.88
Cn1cncc1O,55.16
Cn1cc[nH]c1=O,55.38
CN1C=COC1=N,56.61
Cn1ccoc1=O,51.5
C#Cc1ccc[nH]1,67.41
C#Cc1ccco1,63.52
C#Cc1cnc[nH]1,62.39
C#Cc1cnco1,58.6
C#Cc1[nH]ccn1,62.77
C#Cc1ncco1,58.76
c1cc([nH]c1)C#N,60.82
c1cc(oc1)C#N,56.92
c1c([nH]cn1)C#N,56.07
c1c(ocn1)C#N,52.24
c1cnc([nH]1)C#N,56.52
c1coc(n1)C#N,52.55
C#Cc1cc[nH]c1,65.16
C#Cc1c[nH]cn1,61.03
C#Cc1ccoc1,60.39
C#Cc1cocn1,56.32
c1c[nH]cc1C#N,58.94
c1c(nc[nH]1)C#N,54.88
c1cocc1C#N,54.46
c1c(nco1)C#N,50.44
c1cc([nH]c1)C=O,61.64
c1cc(oc1)C=O,57.19
c1c([nH]cn1)C=O,56.2
c1c(ocn1)C=O,51.99
c1cnc([nH]1)C=O,57.43
c1coc(n1)C=O,52.75
c1c[nH]cc1C=O,58.98
c1c(nc[nH]1)C=O,55.26
c1cocc1C=O,54.04
c1c(nco1)C=O,50.43
c1ccn(c1)C=O,58.85
c1cn(cn1)C=O,53.77
CN=c1[nH]cco1,57.57
CN=c1occo1,53.52
CCc1ccc[nH]1,67.23
CCc1ccco1,63.28
CCc1cnco1,58.91
CCc1[nH]ccn1,62.81
CCc1ncco1,58.79
CNc1ccc[nH]1,63.67
CNc1ccco1,60.74
CNc1cnco1,56.58
CNc1ncco1,56.04
COc1ccc[nH]1,59.96
COc1ccco1,56.25
COc1cnc[nH]1,55.42
COc1cnco1,52.12
COc1[nH]ccn1,55.34
COc1ncco1,51.5
c1coc(n1)CN,54.6
c1cc([nH]c1)CO,60.33
c1cc(oc1)CO,55.81
c1c([nH]cn1)CO,55.77
c1c(ocn1)CO,51.44
c1cnc([nH]1)CO,55.38
c1coc(n1)CO,51.28
CCc1cc[nH]c1,66.7
CCc1c[nH]cn1,62.72
CCc1ccoc1,62.32
CCc1cocn1,57.91
CNc1cc[nH]c1,63.62
CNc1c[nH]cn1,59.78
CNc1ccoc1,59.38
CNc1cocn1,55.52
COc1cc[nH]c1,59.51
COc1c[nH]cn1,55.93
COc1ccoc1,55.31
COc1cocn1,51.81
c1c[nH]cc1CO,59.22
c1c(nc[nH]1)CO,55.16
c1cocc1CO,54.83
c1c(nco1)CO,50.99
CCn1cccc1,66.65
CCn1ccnc1,62.11
c1cc2n(c1)CC2,64.43
c1c2n(cn1)CC2,59.93
c1cn2c(n1)CC2,59.69
CC#CC(C)(C)C,76.21
CC#CC(C)(C)O,69.1
CC(C)(C)CC#C,72.66
CC(C)(C)CC#N,67.57
CC(C)(CC#C)O,65.74
CC(C)(CC#N)O,60.82
CC(C)(C)CC=O,67.84
CC(C)(C)NC=O,64.64
CC(C)(C)OC=O,61.5
CC(C)(CC=O)O,60.84
CC(C)(C)CCO,70.67
CC(C)(CCO)O,63.64
CCCC(C)(C)C,77.88
CCCC(C)(C)O,70.88
CCOC(C)(C)C,71.47
CC(C)(C)COC,71.53
CC(C)(COC)O,64.38
CC(=O)C(C)(C)C,67.15
CC(=O)C(C)(C)O,60.44
CC(C)(C)C(=O)N,63.51
CC(C)([NH3+])C([O-])=O,56.21
CC(C)(C(=O)N)O,56.9
CC(C)C(C)(C)C,77.05
CC(C)C(C)(C)O,70.16
CC(O)C(C)(C)C,69.98
CC(O)C(C)(C)O,63.11
CC(=N)NC(=O)C,59.77
CC(=N)NC(=O)N,56.17
CC(=N)OC(C)=O,55.55
CC(=N)OC(N)=O,52.65
CC(=O)CC(=O)C,58.71
CC(=O)CC(=O)N,55.21
CC(=O)NC(=O)C,56.02
CC(=O)NC(=N)N,57.44
CC(=O)NC(=O)N,52.35
NC(=[NH2+])CC([O-])=O,52.49
C(C(=O)N)C(=O)N,51.31
C(=O)(N)NC(=O)N,48.57
CC(C)CC(=O)C,67.94
CC(C)CC(=O)N,64.34
CC(C)NC(=O)C,65.8
CC(C)NC(=O)N,61.44
CC(C)OC(=O)C,61.37
CC(C)OC(=O)N,57.6
CC([NH3+])CC([O-])=O,57.38
CC(O)CC(C)=O,61.19
CC(O)CC(N)=O,57.81
C[NH+](C)CC([O-])=O,57.61
CC(C)CC(C)C,77.99
CC(C)CC(C)O,71.24
CC(C)OC(C)C,71.72
CC(O)CC(C)O,64.36
CC1(C)CC(=N)O1,62.19
CC1(CC(=O)C1)C,64.37
CC1(CC(=O)N1)C,61.35
CC1(CC(=O)O1)C,57.07
CC1(CC(=O)C1)O,57.32
CC1(CC(C1)O)C,67.01
CC1(O)CC(O)C1,60.22
CC1CC(C1)(C)C,74.65
CC1CC(C)(C)O1,67.47
CC1CC(C)(O)C1,67.58
CC1(CN(C1)C)O,64.99
CC1(CC1(C)C)C,74.94
CC1(C)CC1(C)O,67.97
CC1(C(O1)(C)C)C,67.71
CC1(O)CC1(C)O,60.54
CC12CC(C)(C1)C2,72.52
CC12CC(C)(C1)O2,65.18
CC12CC(O)(C1)C2,64.77
OC12CC(O)(C1)C2,57.1
CC(C)(C#C)C#C,68.3
CC(C)(C#C)C#N,63.13
CC(C)(C#N)C#N,58.13
CC(N)(C#C)C#N,59.91
CC(C#N)(C#N)N,54.94
CC(C#C)(C#C)O,61.3
CC(O)(C#C)C#N,56.29
CC(C#N)(C#N)O,51.46
CC(C)(C=O)C#C,63.47
CC(C)(C=O)C#N,58.2
CC(O)(C=O)C#C,56.49
CC(O)(C=O)C#N,51.27
CC(C)(C=O)C=O,57.71
CC(C=O)(C=O)O,51.49
CC(C)(CO)C#C,65.86
CC(C)(CO)C#N,60.69
CC(N)(CN)C#N,60.78
CC(N)(CO)C#N,57.56
CC(O)(CN)C#N,57.27
CC(O)(CO)C#C,58.82
CC(O)(CO)C#N,53.77
CCC(C)(C)C#C,72.99
CCC(C)(C)C#N,67.68
CCC(C)(N)C#N,64.23
CCC(C)(O)C#C,65.99
CCC(C)(O)C#N,60.86
CC(C)(C#N)NC,64.49
CC(C)(C#C)OC,66.27
CC(C)(C#N)OC,61.07
CC(C)(CO)C=O,60.3
CC(O)(CO)C=O,53.44
CCC(C)(C)C=O,67.66
CCC(C)(O)C=O,60.49
CC(C)(C=O)OC,60.58
CC(C)(CO)CO,63.41
CC(CO)(CO)O,56.14
CCC(C)(C)CC,77.42
CCC(C)(C)CO,70.35
CCC(C)(C)OC,70.74
CCC(C)(CC)O,70.47
CCC(C)(O)CO,63.37
CC(C)(CO)OC,63.67
CC#CCC(=O)C,66.31
CC#CCC(=O)N,62.34
CC#CCC(C)C,76.36
CC#CCC(C)O,68.81
CC(=O)C#CC#C,71.03
CC(=O)C#CC#N,62.85
C#CC#CC(=O)N,66.57
C(#CC(=O)N)C#N,58.96
CC(=O)C#CC=O,59.6
C(=O)C#CC(=O)N,55.99
CC(=N)OCC#C,61.55
CC(=N)OCC#N,56.66
CC(=O)CCC#C,63.54
CC(=O)CCC#N,58.65
CC(=O)NCC#C,60.97
CC(=O)NCC#N,55.9
CC(=O)OCC#C,57.1
CC(=O)OCC#N,52.25
C#CCCC(=O)N,59.71
C(CC(=O)N)C#N,54.79
C#CCNC(=O)N,56.57
C(C#N)NC(=O)N,52.05
C#CCOC(=O)N,53.03
C(C#N)OC(=O)N,47.92
CC(=N)OCC=O,55.9
CC(=O)CCC=O,59.61
CC(=O)CNC=O,55.73
CC(=O)COC=N,56.94
CC(=O)COC=O,52.25
CC(=O)NCC=O,56.48
CC(=O)OCC=O,52.07
C(CC(=O)N)C=O,55.88
C(C(=O)N)NC=O,51.93
NC(=O)COC=N,53.37
C(C(=O)N)OC=O,48.68
C(C=O)NC(=O)N,52.44
C(C=O)OC(=O)N,48.14
[O-]C(=O)CNC=[NH2+],55.03
CC(C)C#CC#C,78.98
CC(C)C#CC#N,71.68
CC(O)C#CC#C,71.29
CC(O)C#CC#N,64.11
CC(C)C#CC=O,69
CC(O)C#CC=O,61.63
CC(C)CCC#C,73.77
CC(C)CCC#N,68.71
CC(C)NCC#N,65.88
CC(C)OCC#C,67.44
CC(C)OCC#N,62.39
CC(O)CCC#C,66.62
CC(O)CCC#N,61.71
CN(C)CCC#N,66.01
CC(C)CCC=O,69.1
CC(C)CNC=O,65.32
CC(C)COC=O,62.11
CC(C)OCC=O,62
CC(O)CCC=O,62.23
CC(O)CNC=O,58.93
CC(O)COC=N,59.53
CC(O)COC=O,55.11
CC(=O)NC=NC,64.97
CN=CNC(=O)N,61
CC(=O)OC=NC,59.47
CN=COC(=O)N,55.46
NC=[NH+]CC([O-])=O,54.97
CC(C)OC=NC,69.51
CC(=O)C#CCO,61.49
CCC#CC(=O)C,68.51
CCC#CC(=O)N,64.39
C(C#CC(=O)N)O,57.35
[NH3+]CC#CC([O-])=O,56.69
CC(C)C#CCO,70.02
CC(O)C#CCO,62.29
CCC#CC(C)C,77.09
CCC#CC(C)O,69.76
CC(C)N=COC,69.8
CC(=N)OCCO,58.74
CC(=O)CCCO,61.44
CC(=O)NCCO,58.98
CC(=O)OCCO,54.39
CCCCC(=O)C,68.54
CCCCC(=O)N,64.98
CCCNC(=O)C,65.86
CCCNC(=O)N,62.09
CCCOC(=O)C,61.83
CCCOC(=O)N,57.94
CC[NH2+]CC([O-])=O,57.48
CCOCC(=O)C,62.56
CCOCC(=O)N,58.9
C[NH2+]CCC([O-])=O,57.97
CC(=O)CCOC,61.93
COCCC(=O)N,58.21
C(CC(=O)N)CO,57.85
C(CO)NC(=O)N,54.97
C(COC(=O)N)O,50.55
[NH3+]CCCC([O-])=O,57.27
CC(C)CCCO,71.46
CC(C)OCCO,64.84
CC(O)CCCO,64.63
CCCCC(C)C,78.7
CCCCC(C)O,71.61
CCCOC(C)C,72.3
CCOCC(C)C,72.37
CCOCC(C)O,64.82
CC(C)CCOC,72.19
COCCC(C)O,65.05
CC1(CCC1=O)C,64.27
CC1(CNC1=O)C,61.14
CC1(C)COC1=N,61.5
CC1(COC1=O)C,56.57
CC1(C(=O)CN1)C,60.92
CC1(C(=O)CO1)C,57.48
CC1(N)COC1=O,53.12
CC1(O)CCC1=O,57.22
CC1(O)CNC1=O,54.09
CC1(O)COC1=N,54.49
CC1(O)COC1=O,49.68
CC1(C)CCC1O,67.09
CC1(C)OCC1O,60.07
CC1(O)CCC1O,60.09
CC1CCC1(C)C,74.1
CC1CCC1(C)O,67.11
CC1COC1(C)C,66.82
CC1OCC1(C)C,67.01
CC1OCC1(C)O,60.13
CC1(C)CC1C#C,71.46
CC1(C)CC1C#N,65.9
CC1(C)NC1C#C,67.94
CC1(C)NC1C#N,62.44
CC1(C)OC1C#C,64.03
CC1(C)OC1C#N,58.67
CC1(O)CC1C#C,64.02
CC1(O)CC1C#N,58.65
CC1(C)CC1C=O,66.52
CC1(CN1C=O)C,62.74
CC1(C)NC1C=O,62.67
CC1(C)OC1C=O,58.98
CC1(O)CC1C=O,59.3
CC1(C)CC1CO,68.29
CC1(C)NC1CO,64.35
CC1(C)OC1CO,60.72
CC1(O)CC1CO,61.14
CCC1CC1(C)C,75.32
CCC1CC1(C)O,68.11
CCC1OC1(C)C,68.2
CCN1CC1(C)C,72.35
COC1CC1(C)C,68.75
COC1CC1(C)O,61.08
CC1(CC=CC1)C,71.52
CC1(CN=CO1)C,60.01
CC1(O)CC=CC1,64.48
CC1(CCC=C1)C,72.21
CC1(COC=N1)C,60.43
CC1(C=CCO1)C,65.66
CC1(O)CCC=C1,65.1
CC1(CCCC1)C,73.18
CC1(CCCO1)C,66.79
CC1(CCOC1)C,66.33
CC1(COCO1)C,59.62
CC1(OCCO1)C,59.97
CC1(CCCC1)O,66.51
CC1(O)CCOC1,59.29
CC1(C)C(O)C1O,60.43
CC1(O)C(O)C1O,53.19
CC1C(C)C1(C)C,74.93
CC1C(C)C1(C)O,67.7
CC1C(O)C1(C)C,67.65
CC1C(O)C1(C)O,60.53
CC1N(C)C1(C)C,71.72
C#CCC(=O)C#C,59.98
C#CCC(=O)C#N,54.62
C#CC(=O)CC#N,54.85
C(C#N)C(=O)C#N,49.53
C#CCC(=O)C=O,53.76
C(C#N)C(=O)C=O,49.13
C#CC(=N)NC=O,57.62
N=C(OC=O)C#C,53.35
N=C(OC=O)C#N,48.09
C(=N)NC(=N)C#N,58.92
C#CC(=O)NC=N,58.24
N=COC(=O)C#C,54.23
N=COC(=O)C#N,48.87
C#CC(=O)NC=O,53.04
C(=O)C(=N)NC=O,51.51
N=C(OC=O)C=O,46.63
C(=O)C(=N)NC=N,58.23
C(=O)C(=O)NC=N,52.59
N=COC(=O)C=O,48.04
C(=O)C(=O)NC=O,47.28
CC#CC(=O)C#C,65.61
CC#CC(=O)C#N,60.31
CC#CC(=O)C=O,59.26
CC#CC(C)C#C,71.21
CC#CC(C)C#N,66.15
CC#CC(N)C#N,62.73
CC#CC(O)C#C,64.01
CC#CC(O)C#N,59.11
CC#CC(C)C=O,67.12
CC#CC(O)C=O,59.52
CC(CC#C)C#C,68.84
CC(CC#C)C#N,63.46
CC(CC#N)C#C,63.59
CC(CC#N)C#N,58.34
NC(CC#C)C#N,60.22
NC(CC#N)C#C,60.16
NC(CC#N)C#N,54.96
OC(CC#C)C#C,61.8
OC(CC#C)C#N,56.6
OC(CC#N)C#C,56.7
OC(CC#N)C#N,51.65
CC(CC#C)C=O,63.74
CC(CC#N)C=O,58.21
CN(CC#C)C=O,60.97
CN(CC#N)C=O,56.22
OC(CC#C)C=O,55.96
OC(CC#N)C=O,51.87
CC(CC=O)C#C,63.84
CC(CC=O)C#N,58.72
CC(NC=O)C#C,61.02
CC(NC=O)C#N,56.08
CC(OC=N)C#C,61.8
CC(OC=N)C#N,56.98
CC(OC=O)C#C,57.19
CC(OC=O)C#N,52.59
OC(CC=O)C#C,56.73
OC(CC=O)C#N,51.86
CC(CC=O)C=O,59.36
CC(NC=O)C=O,56.21
CC(OC=N)C=O,57.05
CC(OC=O)C=O,52.52
CN(CC=O)C=O,56.52
OC(CC=O)C=O,52.54
CC(=NC)NC=O,64.29
CC(=NC)OC=O,58.19
CN=C(N)NC=O,59.34
CN=CN(C)C=O,65.22
CC#CC(=O)CO,61.12
CCC(=O)C#CC,68.17
CC#CC(=O)NC,65.82
CC#CC(=O)OC,61.53
CCC(=O)CC#C,63.33
CCC(=O)CC#N,58.49
CNC(=O)CC#C,60.6
CNC(=O)CC#N,55.82
COC(=O)CC#C,56.09
COC(=O)CC#N,51.37
C#CCC(=O)CO,56.49
C(C#N)C(=O)CO,51.75
CCC(=N)NC=O,59.79
CCC(=O)CC=O,59.13
CCC(=O)NC=N,62
CCC(=O)NC=O,56.25
CCC(=O)OC=N,57.05
CNC(=O)CC=O,56.27
CNC(=O)NC=N,57.59
CNC(=O)NC=O,53.67
CNC(=O)OC=N,54.6
COC(=N)NC=O,54.27
COC(=O)CC=O,51.96
COC(=O)NC=N,54.05
COC(=O)NC=O,49.43
C(C(=O)NC=O)N,52.59
NCC(=O)OC=N,53.28
C(C(=N)NC=O)O,52.88
C(C=O)C(=O)CO,52.38
C(C(=O)NC=N)O,54.16
C(C(=O)NC=O)O,49.53
OCC(=O)OC=N,50.12
CC#CC(C)CO,69.17
CC#CC(O)CO,62.31
CCC(C)C#CC,76.63
CCC(O)C#CC,69.52
COC(C)C#CC,70.15
CC(CO)CC#C,66.12
CC(CO)CC#N,61.15
CCC(C)CC#C,73.38
CCC(C)CC#N,68.29
CCC(O)CC#C,66.44
CCC(O)CC#N,61.52
CCN(C)CC#N,65.7
COC(C)CC#C,66.33
COC(C)CC#N,61.49
OCC(O)CC#C,59.11
OCC(O)CC#N,54.15
CC(CO)CC=O,61.44
CC(CO)NC=O,58.51
CC(CO)OC=N,59.65
CC(CO)OC=O,55.07
CCC(C)CC=O,68.5
CCC(C)NC=O,65.37
CCC(C)OC=O,62.08
CCC(O)CC=O,61.58
COC(C)CC=O,61.83
OCC(O)CC=O,54.37
CCN=C(C#N)N,62.56
CCN=C(C=O)N,62.54
CCCC(=O)C#C,64.62
CCCC(=O)C#N,59.35
CCNC(=N)C#N,61.88
CCNC(=O)C#C,62.42
CCOC(=N)C#C,62.87
CCOC(=N)C#N,57.62
CCOC(=O)C#C,58.25
CCOC(=O)C#N,53.09
CNCC(=O)C#N,56.09
COCC(=O)C#C,58.42
COCC(=O)C#N,53.34
C#CC(=O)CCO,57.27
C(CO)C(=O)C#N,52.1
CCCC(=O)C=O,58.44
CCNC(=N)C=O,61.31
CCNC(=O)C=O,56.34
CCOC(=N)C=O,56.58
CCOC(=O)C=O,52.13
COCC(=O)C=O,52.47
C(CO)C(=O)C=O,51.45
CCC(=O)CCO,60.94
CCC(=O)COC,62.09
CCCC(=O)CC,68.27
CCCC(=O)CO,61.46
CCCC(=O)NC,66.05
CCCC(=O)OC,61.45
CCC(=O)NCC,65.8
CCNC(=O)CO,58.99
CCNC(=O)NC,63.03
CCNC(=O)OC,58.55
CCOC(=N)CC,65.95
CCOC(=N)CO,58.89
CCOC(=N)OC,59.05
CCC(=O)OCC,61.68
CCOC(=O)CN,57.93
CCOC(=O)CO,54.75
CCOC(=O)NC,58.97
CNC(=O)CCO,58.61
CNC(=O)COC,59.74
CNCC(=O)OC,57.64
COC(=N)CCO,58.42
COC(=O)CCO,54.18
COCC(=N)OC,58.38
COCC(=O)CO,55.28
COCC(=O)OC,55.18
C(CO)C(=O)CO,54.13
CC(CCO)C#C,66.44
CC(CCO)C#N,61.31
CCCC(C)C#C,73.74
CCCC(C)C#N,68.55
CCCC(N)C#N,65.32
CCCC(O)C#C,66.67
CCCC(O)C#N,61.63
CCNC(C)C#N,65.64
CCOC(C)C#C,67.42
CCOC(C)C#N,62.32
CNCC(O)C#N,58.7
COCC(C)C#C,67.12
COCC(C)C#N,62.02
COCC(N)C#N,58.33
COCC(O)C#C,59.54
COCC(O)C#N,54.67
NC(CCO)C#N,58.01
OCCC(O)C#C,59.31
OCCC(O)C#N,54.36
CC(CCO)C=O,61.53
CCCC(C)C=O,68.84
CCCC(O)C=O,62.06
CCCN(C)C=O,66.31
CCOC(C)C=O,61.87
CN(CCO)C=O,58.69
COCC(C)C=O,61.77
COCC(O)C=O,54.72
OCCC(O)C=O,54.77
CC(CO)CCO,64.09
CCC(C)CCO,71.22
CCC(C)COC,72.02
CCC(O)CCO,64.19
CCC(O)COC,64.79
CCCC(C)CC,78.49
CCCC(C)CO,71.32
CCCC(C)OC,71.86
CCCC(O)CC,71.48
CCCC(O)CO,64.07
CCOC(C)CC,71.94
CCOC(C)CO,64.62
COC(C)CCO,64.36
COCC(C)CO,64.88
COCC(C)OC,65.34
COCC(O)CO,57.66
OCCC(O)CO,56.91
CC(=O)C(=O)C#C,54.54
CC(=O)C(=O)C#N,49.26
C#CC(=O)C(=N)N,56.32
C(#N)C(=O)C(=N)N,51.27
C#CC(=O)C(=O)N,50.95
CC(=O)C(=O)C=O,48.54
C(=O)C(=O)C(=N)N,50.48
C(=O)C(=O)C(=O)N,44.64
CC(=O)C(O)C#C,55.81
CC(=O)C(O)C#N,51.03
CC(C#C)C(C)=O,62.92
CC(C#C)C(N)=O,59.59
CC(C#N)C(C)=O,58.06
CC(C#N)C(N)=O,54.66
NC(=N)C(O)C#N,52.13
NC(=O)C(O)C#C,52.23
NC(=O)C(O)C#N,47.5
NC(C#C)C(N)=O,55.87
[NH3+]C(C#C)C([O-])=O,52.08
NC(C#N)C(N)=O,51.07
CC(C)C(=O)C#C,63.92
CC(C)C(=O)C#N,58.71
CC(O)C(=O)C#C,57.48
CC(O)C(=O)C#N,52.44
CN(C)C(=N)C#N,62.31
CN(C)C(=O)C#C,62.94
CN(C)C(=O)C#N,57.54
CC(C)C(=O)C=O,57.91
CC(O)C(=O)C=O,51.49
CN(C)C(=N)C=O,61.23
CN(C)C(=O)C=O,56.89
CC(C#N)N(C)C,64.73
CC(C)C(C)C#C,73.1
CC(C)C(C)C#N,67.88
CC(C)C(N)C#N,64.35
CC(C)C(O)C#C,65.73
CC(C)C(O)C#N,60.92
CC(N)C(N)C#N,60.87
CC(O)C(C)C#C,65.63
CC(O)C(C)C#N,60.54
CC(O)C(N)C#N,57.69
CC(O)C(O)C#C,59.02
CC(O)C(O)C#N,54.07
CC(C)C(C)C=O,68.05
CC(C)C(O)C=O,61.24
CC(C)N(C)C=O,65.66
CC(O)C(C)C=O,60.93
CC(O)C(O)C=O,54.12
CC(=O)C(O)C=O,52.33
CC(C=O)C(C)=O,58.66
CC(C=O)C(N)=O,54.83
CC(=O)N(C)C=N,61.15
CN(C=N)C(=O)N,57.44
CC(=N)N(C)C=O,61.51
CC(=O)N(C)C=O,56.45
CN(C=O)C(=N)N,57.6
CN(C=O)C(=O)N,52.29
NC(=O)C(O)C=O,47.74
CC(=O)C(=NC)N,61.09
CN=C(C(=O)N)N,56.91
C[NH+]=C(N)C([O-])=O,52.78
CC(=O)C(=O)CO,51.44
CCC(=O)C(=O)C,57.93
CCC(=O)C(=N)N,59.4
CCC(=O)C(=O)N,54.38
CC(=O)C(=N)NC,60.01
CNC(=[NH2+])C([O-])=O,52.77
CC(=O)C(=O)NC,55.88
CNC(=O)C(=O)N,52.22
CC(=O)C(=O)OC,51.5
COC(=O)C(=N)N,52.91
COC(=O)C(=O)N,47.89
C(C(=O)C(=N)N)O,52.59
C(C(=O)C(=O)N)O,47.74
CC(C)C(=O)CO,60.84
CC(O)C(=O)CO,53.94
CCC(=O)C(C)C,67.7
CCC(=O)C(C)O,60.84
CCC(=O)N(C)C,66.18
CN(C)C(=O)CO,58.89
CC(C)C(=O)NC,65.47
CNC(=O)C(C)O,58.16
CNC(=O)N(C)C,62.8
CC(C)C(=O)OC,60.96
COC(=O)C(C)N,57.51
COC(=O)C(C)O,54.05
CN(C)C(=O)OC,59.15
CC(=O)C(O)CO,54.01
CC(C[NH3+])C([O-])=O,63.56
CC(CO)C(C)=O,60.59
CC(CO)C(N)=O,57.15
CCC(C)C(C)=O,67.72
CCC(C)C(N)=O,64.3
CCC([NH3+])C([O-])=O,56.64
CCC(O)C(C)=O,61.16
CCC(O)C(N)=O,57.39
CCN(C)C(=O)C,65.39
CCN(C)C(=O)N,61.53
C[NH2+]C(C)C([O-])=O,57.06
COC(C)C(C)=O,61.24
COC(C)C(N)=O,57.58
NC(=O)C(O)CO,50.25
[NH3+]C(CO)C([O-])=O,49.68
NC(C[NH3+])C([O-])=O,52.84
[NH3+]CC(O)C([O-])=O,49.1
CC(C)C(C)CO,70.78
CC(C)C(O)CO,63.48
CC(O)C(C)CO,63.34
CC(O)C(O)CO,56.67
CCC(C)C(C)C,77.88
CCC(C)C(C)O,70.52
CCC(O)C(C)C,70.88
CCC(O)C(C)O,63.83
COC(C)C(C)C,71.29
COC(C)C(C)O,64.16
CC1(CCC1)C#C,70.01
CC1(CCC1)C#N,64.59
CC1(CCN1)C#N,61.06
CC1(CCO1)C#C,62.67
CC1(CCO1)C#N,57.47
CC1(COC1)C#C,62.51
CC1(COC1)C#N,57.39
C1CC(C1)(C#N)N,61.14
C1C(CN1)(C#N)N,57.83
C1C(CO1)(C#N)N,54.18
C#CC1(CCC1)O,62.65
C1CC(C1)(C#N)O,57.49
C1C(CN1)(C#N)O,54.25
C#CC1(COC1)O,55.53
C1C(CO1)(C#N)O,50.59
CC1(CCC1)C=O,64.58
CC1(CCO1)C=O,57.24
CC1(COC1)C=O,57.32
C1CC(C1)(C=O)O,57.78
C1C(CO1)(C=O)O,50.59
CC1(CCC1)CO,67.08
CC1(CO)CCO1,59.71
CC1(COC1)CO,59.84
CCC1(CCC1)C,73.95
CCC1(C)CCO1,66.91
CCC1(COC1)C,66.66
CCC1(CCC1)O,66.88
CCC1(COC1)O,59.79
CC1(CCC1)OC,67.28
CC1(COC1)OC,60.05
C1CC(C1)(CO)O,59.99
C1C(CO1)(CO)O,52.85
CC#CC1(CC1)C,74.05
CC#CC1(C)CN1,70.58
CC#CC1(C)CO1,66.57
CC#CC1(CC1)O,66.92
CC1(CC1)CC#C,69.43
CC1(CC#C)CN1,66
CC1(CC#C)CO1,62.32
CC1(CC1)CC#N,64.46
CC1(CC#N)CN1,61.05
CC1(CC#N)CO1,57.42
C#CCC1(CC1)O,62.44
C1CC1(CC#N)O,57.47
CC1(CC1)NC=O,61.37
CC1(CC1)OC=O,58.1
CC1(CC1)CC=O,64.67
CC1(CC=O)CN1,61.23
CC1(CC=O)CO1,57.56
C1CC1(CC=O)O,57.58
CC1(CC1)CCO,67.46
CC1(CCO)CO1,60.11
CCCC1(CC1)C,74.72
CCCC1(C)CO1,67.57
CCCC1(CC1)O,67.63
CCOC1(CC1)C,68.2
CC1(CC1)COC,68.53
COCC1(C)CN1,64.79
COCC1(C)CO1,61.35
COCC1(CC1)O,61.47
C1CC1(CCO)O,60.18
CC1(CC1O)C#C,63.89
CC1(CC1O)C#N,58.55
CC1CC1(C)C#C,71.26
CC1CC1(C)C#N,65.73
CC1CC1(N)C#N,62.02
CC1CC1(O)C#C,64.37
CC1CC1(O)C#N,58.97
CC1NC1(C)C#C,67.99
CC1NC1(C)C#N,62.62
CC1OC1(C)C#C,63.98
CC1OC1(C)C#N,58.71
CN1CC1(C)C#C,68.07
CN1CC1(C)C#N,62.57
NC1(CC1O)C#N,55.37
NC1CC1(N)C#N,58.74
NC1CC1(O)C#N,56.15
OC1CC1(O)C#C,56.83
OC1CC1(O)C#N,51.68
CC1(CC1O)C=O,58.71
CC1CC1(C)C=O,65.58
CC1CC1(O)C=O,58.64
CC1NC1(C)C=O,62.47
CC1OC1(C)C=O,58.73
CN1CC1(C)C=O,62.43
OC1CC1(O)C=O,51.37
CC1(CO)CC1O,60.4
CC1CC1(C)CO,67.94
CC1CC1(O)CO,60.51
CC1NC1(C)CO,64.29
CC1OC1(C)CO,60.44
CCC1(C)CC1C,74.82
CCC1(C)CC1O,67.57
CCC1(C)CN1C,71.43
CCC1(C)OC1C,67.69
CCC1(O)CC1C,67.67
CCC1(O)CC1O,60.51
CN1CC1(C)CO,64.2
COC1(C)CC1C,68.09
COC1(C)CC1O,60.53
OCC1(O)CC1O,53.63
CC(=O)C1(CC1)C,64.73
CC(=O)C1(C)CN1,61.35
CC(=O)C1(C)CO1,57.34
CC(=O)C1(CC1)O,57.9
CC1(CC1)C(=O)N,61.08
CC1(CN1)C(N)=O,57.27
CC1(CO1)C(N)=O,53.51
C1CC1(C(=O)N)O,54.03
[NH3+]C1(CC1)C([O-])=O,53.21
